ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
24;7166;200;591;1;            675ms 622μs 926ns;inf;              3ms 698μs 591ns;            465ms 400μs 636ns;0.000000;0.000000
23;6b63;200;0;0;            220ms 866μs 424ns;inf;              4ms 881μs  92ns;                          0ns;0.000000;0.000000
22;66b8;200;0;0;            216ms  34μs 781ns;inf;              4ms 765μs 554ns;                          0ns;0.000000;0.000000
20;5e4c;200;0;0;            253ms 916μs  97ns;inf;              5ms 557μs 348ns;                          0ns;0.000000;0.000000
7;2c9b;200;0;0;            145ms 478μs  74ns;inf;              2ms 785μs 488ns;                          0ns;0.000000;0.000000
19;5b0f;200;0;0;            233ms 516μs  84ns;inf;              5ms   6μs 407ns;                          0ns;0.000000;0.000000
6;2830;200;0;0;            139ms   5μs 987ns;inf;              2ms 578μs 868ns;                          0ns;0.000000;0.000000
18;5788;200;0;0;            227ms 964μs 183ns;inf;              4ms 861μs 943ns;                          0ns;0.000000;0.000000
5;2437;200;0;0;            131ms 373μs 527ns;inf;              2ms 445μs 936ns;                          0ns;0.000000;0.000000
17;53eb;200;0;0;            219ms 502μs 427ns;inf;              4ms 707μs 912ns;                          0ns;0.000000;0.000000
16;507c;200;0;0;            210ms   8μs 596ns;inf;              4ms 469μs 285ns;                          0ns;0.000000;0.000000
4;1fd4;200;0;0;            127ms 697μs 127ns;inf;              2ms 292μs 225ns;                          0ns;0.000000;0.000000
15;4c17;200;0;0;            202ms 899μs 965ns;inf;              4ms 270μs 982ns;                          0ns;0.000000;0.000000
3;1bbb;200;0;0;            122ms 211μs 197ns;inf;              2ms 195μs 660ns;                          0ns;0.000000;0.000000
14;47ac;200;0;0;            195ms 395μs 885ns;inf;              4ms  81μs 599ns;                          0ns;0.000000;0.000000
2;132e;200;0;0;            125ms 268μs 531ns;inf;              1ms 995μs 960ns;                          0ns;0.000000;0.000000
13;4319;200;0;0;            192ms 860μs 128ns;inf;              3ms 990μs 252ns;                          0ns;0.000000;0.000000
12;3ed8;200;0;0;            177ms 750μs 157ns;inf;              3ms 646μs 402ns;                          0ns;0.000000;0.000000
11;3b8b;200;0;0;            167ms 962μs 746ns;inf;              3ms 431μs 827ns;                          0ns;0.000000;0.000000
10;3816;200;0;0;            156ms 542μs 258ns;inf;              3ms  69μs 662ns;                          0ns;0.000000;0.000000
9;3481;200;0;0;            156ms 257μs 230ns;inf;              3ms  79μs 271ns;                          0ns;0.000000;0.000000
21;6241;200;0;0;            255ms 813μs 416ns;inf;              5ms 630μs 120ns;                          0ns;0.000000;0.000000
8;30e0;200;0;0;            150ms 829μs 504ns;inf;              2ms 929μs 967ns;                          0ns;0.000000;0.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;200;0;0;            140ms 349μs 129ns;inf;              1ms 759μs 332ns;                          0ns;0.000000;0.000000
