ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
93;16b47;200;8457;1;        21s 883ms 575μs 382ns;24734.285714;             11ms 727μs 624ns;        21s 457ms  47μs 377ns;0.000000;0.000000
92;167ee;200;0;0;            774ms 885μs 717ns;inf;             18ms 559μs 912ns;                          0ns;0.000000;0.000000
91;16475;200;0;0;            770ms 520μs 454ns;inf;             18ms 436μs 381ns;                          0ns;0.000000;0.000000
90;16034;200;0;0;            798ms 450μs 485ns;inf;             19ms  12μs 441ns;                          0ns;0.000000;0.000000
89;15bc3;200;0;0;            821ms 313μs 969ns;inf;             19ms 736μs 695ns;                          0ns;0.000000;0.000000
88;157b0;200;0;0;            810ms 646μs 955ns;inf;             19ms 438μs  35ns;                          0ns;0.000000;0.000000
87;15459;200;0;0;            811ms 768μs 616ns;inf;             19ms 494μs 295ns;                          0ns;0.000000;0.000000
86;15090;200;0;0;            799ms  67μs 246ns;inf;             19ms 203μs  69ns;                          0ns;0.000000;0.000000
85;14c91;200;0;0;            792ms 871μs 982ns;inf;             18ms 989μs 158ns;                          0ns;0.000000;0.000000
84;14914;200;0;0;            791ms 633μs 985ns;inf;             19ms   5μs 749ns;                          0ns;0.000000;0.000000
83;145d1;200;0;0;            775ms 229μs 944ns;inf;             18ms 544μs 215ns;                          0ns;0.000000;0.000000
82;1427c;200;0;0;            769ms 753μs 269ns;inf;             18ms 385μs 441ns;                          0ns;0.000000;0.000000
81;13ec3;200;0;0;            756ms 897μs  40ns;inf;             18ms 141μs 217ns;                          0ns;0.000000;0.000000
80;13b30;200;0;0;            751ms 351μs 181ns;inf;             18ms   5μs 320ns;                          0ns;0.000000;0.000000
79;1378b;200;0;0;            737ms 356μs 995ns;inf;             17ms 616μs 179ns;                          0ns;0.000000;0.000000
78;13396;200;0;0;            734ms 550μs 365ns;inf;             17ms 559μs 146ns;                          0ns;0.000000;0.000000
77;12fe9;200;0;0;            722ms 921μs 543ns;inf;             17ms 285μs 417ns;                          0ns;0.000000;0.000000
76;12bee;200;0;0;            717ms 955μs 260ns;inf;             17ms 186μs 563ns;                          0ns;0.000000;0.000000
75;1282d;200;0;0;            709ms 668μs 859ns;inf;             16ms 948μs 115ns;                          0ns;0.000000;0.000000
74;124a6;200;0;0;            703ms 655μs 849ns;inf;             16ms 858μs 385ns;                          0ns;0.000000;0.000000
73;1214d;200;0;0;            698ms 222μs 185ns;inf;             16ms 657μs 368ns;                          0ns;0.000000;0.000000
72;11de2;200;0;0;            684ms 595μs 724ns;inf;             16ms 331μs 126ns;                          0ns;0.000000;0.000000
71;11a75;200;0;0;            681ms 906μs 806ns;inf;             16ms 308μs 499ns;                          0ns;0.000000;0.000000
70;116fa;200;0;0;            668ms 843μs 309ns;inf;             15ms 972μs 567ns;                          0ns;0.000000;0.000000
69;113a3;200;0;0;            661ms 785μs 919ns;inf;             15ms 772μs 672ns;                          0ns;0.000000;0.000000
68;11042;200;0;0;            652ms 164μs 608ns;inf;             15ms 562μs 687ns;                          0ns;0.000000;0.000000
67;10ca7;200;0;0;            644ms 895μs 523ns;inf;             15ms 411μs 409ns;                          0ns;0.000000;0.000000
66;1086c;200;0;0;            639ms 685μs 573ns;inf;             15ms 154μs 344ns;                          0ns;0.000000;0.000000
